yyyymm	Index	D12	E12	b/m	tbl	AAA	BAA	lty	ntis	Rfree	infl	ltr	corpr	svar	csp	CRSP_SPvw	CRSP_SPvwx
193404	10.46	0.4433	0.4567	0.8010747338	0.0015	0.0407	0.0601	0.0300	0.0087697002	0.0001250000	-0.0025094000	0.0126	0.0104	0.0019057031	NaN	-0.025730	-0.027208
193405	9.61	0.4442	0.4608	0.8563829787	0.0016	0.0401	0.0605	0.0292	0.0088107606	0.0001333333	0.0025094000	0.0131	0.0090	0.0073704752	NaN	-0.078797	-0.082521
193406	9.81	0.4450	0.4650	0.8407310705	0.0015	0.0393	0.0606	0.0289	0.0072145776	0.0001250000	0.0025031000	0.0067	0.0158	0.0069348318	NaN	0.023947	0.021015
193407	8.68	0.4458	0.4692	0.9142532652	0.0015	0.0389	0.0613	0.0288	0.0042998530	0.0001250000	0.0000000000	0.0040	0.0047	0.0116117458	NaN	-0.120142	-0.122048
193408	9.15	0.4467	0.4733	0.8668964032	0.0019	0.0393	0.0649	0.0299	0.0213476851	0.0001583333	0.0024969000	-0.0118	0.0047	0.0065443819	NaN	0.058872	0.051880
193409	9.10	0.4475	0.4775	0.8703643637	0.0021	0.0396	0.0657	0.0310	0.0207088784	0.0001750000	0.0148518000	-0.0146	-0.0061	0.0048824776	NaN	-0.000473	-0.003336
193410	8.81	0.4483	0.4817	0.8622536418	0.0027	0.0390	0.0640	0.0300	0.0252261240	0.0002250000	-0.0073983000	0.0182	0.0102	0.0043907557	NaN	-0.032756	-0.033854
193411	9.54	0.4492	0.4858	0.7820089372	0.0025	0.0386	0.0637	0.0299	0.0219289805	0.0002083333	-0.0024783000	0.0037	0.0129	0.0020140084	NaN	0.086167	0.080824
193412	9.50	0.4500	0.4900	0.7737408689	0.0023	0.0381	0.0623	0.0293	0.0220239526	0.0001916667	-0.0024845000	0.0112	0.0101	0.0026199889	NaN	-0.000442	-0.004127
193501	9.10	0.4500	0.5700	0.7916215950	0.0020	0.0377	0.0598	0.0281	0.0224762538	0.0001666667	0.0148151000	0.0182	0.0211	0.0022156496	NaN	-0.042297	-0.043712
193502	8.74	0.4500	0.6500	0.7862863841	0.0019	0.0369	0.0595	0.0275	0.0162685804	0.0001583333	0.0073260000	0.0092	0.0141	0.0032990783	NaN	-0.036692	-0.042480
193503	8.47	0.4500	0.7300	0.8007541179	0.0015	0.0367	0.0620	0.0274	0.0137668487	0.0001250000	-0.0024361000	0.0041	0.0043	0.0039842566	NaN	-0.031688	-0.035506
193504	9.28	0.4467	0.7567	0.7373229785	0.0015	0.0366	0.0613	0.0269	0.0205408417	0.0001250000	0.0097088000	0.0079	0.0112	0.0031601212	NaN	0.096326	0.095152
193505	9.58	0.4433	0.7833	0.7293926247	0.0015	0.0365	0.0594	0.0276	0.0207161006	0.0001250000	-0.0048426000	-0.0057	0.0042	0.0029236883	NaN	0.038049	0.033011
193506	10.23	0.4400	0.8100	0.6818181818	0.0015	0.0361	0.0577	0.0270	0.0205329151	0.0001250000	-0.0024301000	0.0092	0.0112	0.0028107111	NaN	0.070590	0.067226
193507	11.08	0.4400	0.7933	0.6393091975	0.0015	0.0356	0.0567	0.0268	0.0187683654	0.0001250000	-0.0048781000	0.0046	0.0111	0.0016885226	NaN	0.083746	0.082377
193508	11.32	0.4400	0.7767	0.6336866902	0.0016	0.0360	0.0558	0.0281	0.0062647926	0.0001333333	0.0000000000	-0.0133	-0.0042	0.0037357826	NaN	0.026505	0.022072
193509	11.59	0.4400	0.7600	0.6117343845	0.0020	0.0359	0.0553	0.0282	0.0093909163	0.0001666667	0.0048781000	0.0009	0.0000	0.0024574228	NaN	0.026118	0.022803
193510	12.46	0.4500	0.7600	0.5775010734	0.0020	0.0352	0.0554	0.0279	0.0042456530	0.0001666667	0.0000000000	0.0061	0.0042	0.0032868058	NaN	0.072033	0.070819
193511	12.95	0.4600	0.7600	0.5669523676	0.0016	0.0347	0.0543	0.0280	-0.0006319601	0.0001333333	0.0048544000	0.0010	0.0069	0.0031740630	NaN	0.051976	0.045665
193512	13.43	0.4700	0.7600	0.5599111913	0.0015	0.0344	0.0530	0.0276	0.0097201239	0.0001250000	0.0024184000	0.0070	0.0083	0.0029078874	NaN	0.040033	0.036928
193601	14.31	0.4800	0.7700	0.5398354405	0.0020	0.0337	0.0500	0.0285	0.0096718608	0.0001666667	0.0000000000	0.0055	0.0082	0.0018707745	NaN	0.071731	0.070067
193602	14.55	0.4900	0.7800	0.5290762473	0.0020	0.0332	0.0480	0.0281	0.0144720351	0.0001666667	-0.0048426000	0.0081	0.0054	0.0022304022	NaN	0.023123	0.019534
193603	14.92	0.5000	0.7900	0.5276960471	0.0020	0.0329	0.0486	0.0275	0.0104988927	0.0001666667	-0.0048662000	0.0106	0.0082	0.0050518989	NaN	0.024601	0.022062
193604	13.77	0.5167	0.8200	0.5663485961	0.0020	0.0329	0.0491	0.0274	0.0221518557	0.0001666667	0.0000000000	0.0035	0.0026	0.0058155861	NaN	-0.077638	-0.078413
193605	14.40	0.5333	0.8500	0.5404874214	0.0020	0.0327	0.0494	0.0273	0.0213833466	0.0001666667	0.0000000000	0.0040	0.0040	0.0029230919	NaN	0.053156	0.047015
193606	14.84	0.5500	0.8800	0.5231783880	0.0020	0.0324	0.0490	0.0273	0.0181444869	0.0001666667	0.0097088000	0.0021	0.0082	0.0015703480	NaN	0.032500	0.029501
193607	15.85	0.5700	0.9000	0.5004246027	0.0015	0.0323	0.0484	0.0271	0.0219749941	0.0001250000	0.0048193000	0.0060	0.0011	0.0015825085	NaN	0.073585	0.072481
193608	15.99	0.5900	0.9200	0.4961212340	0.0020	0.0321	0.0474	0.0264	0.0198844204	0.0001666667	0.0071857000	0.0111	0.0067	0.0026452908	NaN	0.014090	0.008907
193609	16.01	0.6100	0.9400	0.4915981409	0.0016	0.0318	0.0462	0.0268	0.0213601353	0.0001333333	0.0023838000	-0.0031	0.0067	0.0011949557	NaN	0.004746	0.001571
193610	17.21	0.6467	0.9667	0.4657070279	0.0013	0.0318	0.0454	0.0269	0.0218466977	0.0001083333	-0.0023838000	0.0006	0.0025	0.0022297725	NaN	0.076534	0.075493
193611	17.28	0.6833	0.9933	0.4502783539	0.0011	0.0315	0.0452	0.0257	0.0280255704	0.0000916667	0.0000000000	0.0205	0.0109	0.0028525481	NaN	0.010709	-0.000289
193612	17.18	0.7200	1.0200	0.4585881045	0.0012	0.0310	0.0453	0.0255	0.0242794303	0.0001000000	0.0000000000	0.0038	0.0010	0.0015115254	NaN	-0.003668	-0.007087
193701	17.83	0.7300	1.0500	0.4465735628	0.0017	0.0310	0.0449	0.0258	0.0244221988	0.0001416667	0.0071344000	-0.0013	0.0024	0.0015725231	NaN	0.036464	0.035736
193702	18.09	0.7400	1.0800	0.4407757653	0.0015	0.0322	0.0453	0.0253	0.0246301993	0.0001250000	0.0023669000	0.0086	-0.0046	0.0013094752	NaN	0.018462	0.015316
193703	17.92	0.7500	1.1100	0.4586663806	0.0038	0.0332	0.0468	0.0285	0.0358320304	0.0003166667	0.0070672000	-0.0411	-0.0114	0.0031416910	NaN	-0.003203	-0.005896
193704	16.43	0.7800	1.1300	0.4906180065	0.0056	0.0342	0.0484	0.0284	0.0249572339	0.0004666667	0.0046838000	0.0039	0.0068	0.0055029571	NaN	-0.080586	-0.081434
193705	16.26	0.8100	1.1500	0.4893824051	0.0041	0.0333	0.0484	0.0282	0.0252128995	0.0003416667	0.0046620000	0.0053	0.0040	0.0035926705	0.0033983845	-0.005708	-0.011696
193706	15.40	0.8400	1.1700	0.5049610206	0.0036	0.0328	0.0493	0.0285	0.0329045143	0.0003000000	0.0023229000	-0.0018	0.0053	0.0029934182	0.0042059432	-0.053851	-0.057866
193707	16.98	0.8167	1.1867	0.4646486604	0.0028	0.0325	0.0491	0.0277	0.0260829966	0.0002333333	0.0046296000	0.0138	0.0039	0.0029884340	0.0036298634	0.098921	0.097947
193708	16.04	0.7933	1.2033	0.4819345020	0.0029	0.0324	0.0492	0.0286	0.0302581070	0.0002416667	0.0023068000	-0.0104	-0.0017	0.0021521740	0.0033254414	-0.051276	-0.056355
193709	13.76	0.7700	1.2200	0.5531474413	0.0031	0.0328	0.0516	0.0284	0.0351222533	0.0002583333	0.0091744000	0.0045	0.0025	0.0158417283	0.0033385337	-0.139824	-0.143880
193710	12.36	0.7800	1.1900	0.6174176776	0.0020	0.0327	0.0552	0.0283	0.0400329553	0.0001666667	-0.0045767000	0.0042	0.0067	0.0317727596	0.0036049556	-0.103078	-0.104074
193711	11.11	0.7900	1.1600	0.6924198251	0.0009	0.0324	0.0582	0.0278	0.0376937220	0.0000750000	-0.0069045000	0.0096	0.0067	0.0220164033	0.0027108586	-0.084340	-0.100337
193712	10.55	0.8000	1.1300	0.7074886223	0.0011	0.0321	0.0573	0.0273	0.0271253898	0.0000916667	-0.0023121000	0.0082	0.0067	0.0069621322	0.0028331217	-0.045472	-0.052637
193801	10.69	0.7933	1.0767	0.7015672438	0.0010	0.0317	0.0589	0.0271	0.0338144559	0.0000833333	-0.0139862000	0.0057	0.0038	0.0097597118	0.0027731382	0.012299	0.011296
193802	11.34	0.7867	1.0233	0.6595186671	0.0008	0.0320	0.0597	0.0268	0.0273116929	0.0000666667	-0.0094340000	0.0052	0.0010	0.0077868341	0.0021290310	0.065939	0.061320
193803	8.50	0.7800	0.9700	0.8923698838	0.0008	0.0322	0.0630	0.0273	0.0275997530	0.0000666667	0.0000000000	-0.0037	-0.0087	0.0150657360	0.0029648264	-0.254201	-0.258078
193804	9.70	0.7667	0.9033	0.7907934802	0.0009	0.0330	0.0647	0.0259	0.0258541902	0.0000750000	0.0047281000	0.0210	0.0138	0.0188944439	0.0041609632	0.142426	0.140809
193805	9.27	0.7533	0.8367	0.8195656209	0.0005	0.0322	0.0606	0.0257	0.0284050390	0.0000416667	-0.0047281000	0.0044	0.0010	0.0076302262	0.0052741344	-0.040017	-0.046088
193806	11.56	0.7400	0.7700	0.6595458620	0.0005	0.0326	0.0625	0.0259	0.0158532013	0.0000416667	0.0000000000	0.0004	0.0095	0.0118357357	0.0060859031	0.253791	0.249536
193807	12.40	0.7133	0.7200	0.6253541076	0.0007	0.0322	0.0563	0.0257	0.0162442974	0.0000583333	0.0023669000	0.0043	0.0066	0.0068242854	0.0056852727	0.074905	0.074101
193808	12.06	0.6867	0.6700	0.6340202484	0.0006	0.0318	0.0549	0.0259	0.0106539500	0.0000500000	-0.0023669000	0.0000	-0.0019	0.0059920138	0.0053420437	-0.025998	-0.029548
193809	12.24	0.6600	0.6200	0.6242488512	0.0008	0.0321	0.0565	0.0259	0.0083105482	0.0000666667	0.0000000000	0.0022	0.0109	0.0170344669	0.0061280147	0.017026	0.013925
193810	13.17	0.6100	0.6267	0.5819547881	0.0005	0.0315	0.0536	0.0254	0.0046065448	0.0000416667	-0.0047506000	0.0087	0.0080	0.0044171010	0.0056028459	0.078368	0.077659
193811	12.73	0.5600	0.6333	0.5893739154	0.0004	0.0310	0.0523	0.0257	0.0051044188	0.0000333333	-0.0023838000	-0.0022	0.0037	0.0046310979	0.0051181861	-0.026119	-0.032707
193812	13.21	0.5100	0.6400	0.5720393884	0.0003	0.0308	0.0527	0.0252	0.0053946368	0.0000250000	0.0023838000	0.0080	0.0122	0.0022850728	0.0041669638	0.045034	0.041735
193901	12.30	0.5133	0.6633	0.6142181413	0.0003	0.0301	0.0512	0.0249	-0.0040157669	0.0000250000	-0.0047733000	0.0059	0.0022	0.0073057141	0.0043106526	-0.070577	-0.071337
193902	12.70	0.5167	0.6867	0.5994568907	0.0003	0.0300	0.0505	0.0245	0.0004008971	0.0000250000	-0.0047962000	0.0080	0.0064	0.0032781489	0.0026295286	0.039249	0.034312
193903	10.98	0.5200	0.7100	0.6606492718	0.0003	0.0299	0.0489	0.0237	-0.0017521832	0.0000250000	-0.0024067000	0.0125	0.0022	0.0085158477	0.0027148950	-0.134676	-0.138053
193904	10.92	0.5233	0.7267	0.6784545879	0.0003	0.0302	0.0515	0.0229	-0.0052674157	0.0000250000	-0.0024125000	0.0118	0.0064	0.0091948867	0.0041232361	-0.006750	-0.007922
193905	11.60	0.5267	0.7433	0.6303372413	0.0003	0.0297	0.0507	0.0217	-0.0042527226	0.0000250000	0.0000000000	0.0171	0.0049	0.0035625957	0.0036146113	0.069508	0.063405
193906	10.86	0.5300	0.7600	0.6667687361	0.0003	0.0292	0.0491	0.0221	-0.0020980353	0.0000250000	0.0000000000	-0.0027	0.0035	0.0032030117	0.0041623590	-0.061992	-0.065949
193907	12.04	0.5400	0.7767	0.6079854809	0.0004	0.0289	0.0484	0.0213	-0.0034001301	0.0000333333	0.0000000000	0.0113	-0.0007	0.0043067984	0.0036497651	0.111169	0.110272
193908	11.18	0.5500	0.7933	0.6480172606	0.0005	0.0293	0.0485	0.0231	-0.0025669257	0.0000416667	0.0000000000	-0.0201	-0.0392	0.0071195898	0.0076878347	-0.067373	-0.072853
193909	13.02	0.5600	0.8100	0.5800479489	0.0014	0.0325	0.0500	0.0278	-0.0017344177	0.0001166667	0.0191393000	-0.0545	0.0151	0.0158735877	0.0070891874	0.182167	0.178540
193910	12.83	0.5800	0.8400	0.5734790624	0.0005	0.0315	0.0488	0.0247	-0.0033679554	0.0000416667	-0.0047506000	0.0410	0.0237	0.0018476483	0.0065611953	-0.017135	-0.017837
193911	12.20	0.6000	0.8700	0.5978447388	0.0005	0.0300	0.0485	0.0236	-0.0017756337	0.0000416667	0.0000000000	0.0162	0.0079	0.0012899607	0.0066251160	-0.040527	-0.051151
193912	12.49	0.6200	0.9000	0.5807053804	0.0004	0.0294	0.0492	0.0226	0.0034398073	0.0000333333	-0.0047733000	0.0145	0.0078	0.0010696488	0.0060740339	0.028196	0.023126
194001	12.05	0.6233	0.9300	0.5993256726	0.0001	0.0288	0.0486	0.0229	0.0086965740	0.0000083333	-0.0023952000	-0.0017	0.0049	0.0014768416	0.0056097591	-0.036095	-0.036940
194002	12.13	0.6267	0.9600	0.5943769619	0.0002	0.0286	0.0483	0.0228	0.0057585102	0.0000166667	0.0071685000	0.0027	0.0021	0.0004932152	0.0054170362	0.013155	0.006925
194003	12.25	0.6300	0.9900	0.6479598753	0.0002	0.0284	0.0480	0.0215	0.0068325698	0.0000166667	-0.0023838000	0.0177	0.0049	0.0007079923	0.0050460313	0.013593	0.010545
194004	12.19	0.6367	1.0067	0.6440746480	0.0002	0.0282	0.0474	0.0220	0.0071938928	0.0000166667	0.0000000000	-0.0035	-0.0092	0.0011923787	0.0028240977	-0.004571	-0.006306
194005	9.27	0.6433	1.0233	0.8225778696	0.0006	0.0293	0.0494	0.0246	0.0055873257	0.0000500000	0.0023838000	-0.0299	-0.0021	0.0186545523	0.0031368279	-0.231170	-0.239458
194006	9.98	0.6500	1.0400	0.7832213665	0.0010	0.0296	0.0511	0.0227	0.0066526747	0.0000833333	0.0023781000	0.0258	0.0121	0.0097844400	0.0035129471	0.082984	0.078130
194007	10.29	0.6567	1.0533	0.7578880609	0.0005	0.0288	0.0480	0.0224	0.0083889231	0.0000416667	-0.0023781000	0.0052	0.0021	0.0013254217	0.0033417040	0.033267	0.032125
194008	10.56	0.6633	1.0667	0.7417752948	0.0004	0.0285	0.0476	0.0223	0.0093645198	0.0000333333	-0.0023838000	0.0028	0.0007	0.0035737791	0.0035358124	0.035268	0.026479
194009	10.66	0.6700	1.0800	0.7207478890	0.0005	0.0282	0.0466	0.0215	0.0099277248	0.0000416667	0.0023838000	0.0110	0.0092	0.0029427578	0.0044783699	0.014404	0.010258
194010	11.08	0.6700	1.0700	0.7101998366	0.0002	0.0279	0.0456	0.0214	0.0118158750	0.0000166667	0.0000000000	0.0031	0.0049	0.0014776477	0.0045675860	0.041483	0.040220
194011	10.61	0.6700	1.0600	0.7352149504	0.0002	0.0275	0.0448	0.0199	0.0109639315	0.0000166667	0.0000000000	0.0205	0.0063	0.0059277846	0.0040822286	-0.029469	-0.043035
194012	10.58	0.6700	1.0500	0.7290475101	0.0002	0.0271	0.0445	0.0194	0.0285508390	0.0000166667	0.0047506000	0.0067	-0.0023	0.0005055299	0.0042619728	0.002905	-0.002522
194101	10.07	0.6733	1.0533	0.7701603158	0.0002	0.0275	0.0438	0.0213	0.0275352481	0.0000166667	0.0000000000	-0.0201	0.0006	0.0018620201	0.0036273185	-0.045434	-0.046653
194102	9.92	0.6767	1.0567	0.7837992949	0.0004	0.0278	0.0442	0.0213	0.0277896632	0.0000333333	0.0000000000	0.0020	0.0006	0.0027548993	0.0020135897	-0.005402	-0.012937
194103	9.96	0.6800	1.0600	0.8042698827	0.0011	0.0280	0.0438	0.0206	0.0268086289	0.0000916667	0.0047281000	0.0096	-0.0022	0.0013690497	0.0018550226	0.009415	0.004530
194104	9.31	0.6833	1.0700	0.8542496105	0.0010	0.0282	0.0433	0.0196	0.0282214068	0.0000833333	0.0093897000	0.0129	0.0078	0.0017671149	0.0015840247	-0.062358	-0.063583
194105	9.35	0.6867	1.0800	0.8491783533	0.0011	0.0281	0.0432	0.0195	0.0287953385	0.0000916667	0.0069849000	0.0027	0.0049	0.0015823887	0.0023032693	0.011306	0.000672
194106	9.85	0.6900	1.0900	0.8015267176	0.0012	0.0277	0.0431	0.0191	0.0257030537	0.0001000000	0.0183913000	0.0066	0.0063	0.0011873378	0.0022238989	0.058674	0.051685
194107	10.39	0.6933	1.1233	0.7663638481	0.0012	0.0274	0.0428	0.0191	0.0248660373	0.0001000000	0.0045455000	0.0022	0.0063	0.0012122264	0.0023439170	0.053390	0.051987
194108	10.30	0.6967	1.1567	0.7745428863	0.0013	0.0274	0.0427	0.0190	0.0266111520	0.0001083333	0.0090294000	0.0018	0.0034	0.0005209499	0.0020067334	-0.001286	-0.009636
194109	10.20	0.7000	1.1900	0.7782684119	0.0010	0.0275	0.0430	0.0193	0.0263664145	0.0000833333	0.0178178000	-0.0012	0.0048	0.0009723464	0.0026685511	-0.006235	-0.010847
194110	9.50	0.7033	1.1800	0.8377185537	0.0009	0.0273	0.0428	0.0182	0.0286497953	0.0000750000	0.0109771000	0.0140	0.0034	0.0012997105	0.0016206960	-0.063289	-0.064565
194111	9.10	0.7067	1.1700	0.8608058608	0.0028	0.0272	0.0428	0.0186	0.0278988219	0.0002333333	0.0086957000	-0.0029	-0.0094	0.0012813824	0.0020676588	-0.024279	-0.040913
194112	8.69	0.7100	1.1600	0.8895097332	0.0033	0.0280	0.0438	0.0204	-0.0042526278	0.0002750000	0.0021622000	-0.0177	0.0006	0.0066110797	0.0034469828	-0.039749	-0.047476
194201	8.81	0.7033	1.1200	0.9021113244	0.0027	0.0283	0.0429	0.0247	-0.0055630973	0.0002250000	0.0128757000	0.0069	0.0006	0.0021743895	0.0027011593	0.021773	0.020172
194202	8.59	0.6967	1.0800	0.9260649278	0.0025	0.0285	0.0429	0.0247	-0.0055934546	0.0002083333	0.0084926000	0.0011	-0.0008	0.0012644870	0.0028994323	-0.017680	-0.024676
194203	8.01	0.6900	1.0400	1.0348638601	0.0025	0.0286	0.0430	0.0244	-0.0059732926	0.0002083333	0.0126052000	0.0092	0.0063	0.0031069644	0.0030109638	-0.064094	-0.069725
194204	7.66	0.6800	1.0200	1.0802307289	0.0032	0.0283	0.0426	0.0246	-0.0058488894	0.0002666667	0.0062435000	-0.0029	0.0006	0.0024355166	0.0033975063	-0.037979	-0.040290
194205	8.15	0.6700	1.0000	1.0210150674	0.0037	0.0285	0.0427	0.0243	-0.0054778178	0.0003083333	0.0103200000	0.0075	0.0020	0.0015979129	0.0037664529	0.070147	0.059919
194206	8.30	0.6600	0.9800	0.9967098897	0.0037	0.0285	0.0433	0.0244	-0.0055138463	0.0003083333	0.0020513000	0.0003	0.0034	0.0011945419	0.0032658448	0.023668	0.017073
194207	8.56	0.6467	0.9667	0.9742716610	0.0038	0.0283	0.0430	0.0244	-0.0065597422	0.0003166667	0.0040900000	0.0018	0.0020	0.0020974752	0.0014150598	0.035957	0.034265
194208	8.62	0.6333	0.9533	0.9686824038	0.0038	0.0281	0.0428	0.0244	-0.0076736859	0.0003166667	0.0061038000	0.0038	0.0035	0.0006219024	0.0017870239	0.015373	0.007548
194209	8.85	0.6200	0.9400	0.9440014664	0.0038	0.0280	0.0426	0.0244	-0.0082742781	0.0003166667	0.0020263000	0.0003	0.0020	0.0004709125	0.0028007712	0.032602	0.027802
194210	9.42	0.6100	0.9700	0.9074889868	0.0038	0.0280	0.0424	0.0244	-0.0091776270	0.0003166667	0.0100706000	0.0024	0.0006	0.0012600908	0.0031066091	0.067822	0.066312
194211	9.29	0.6000	1.0000	0.8995633188	0.0038	0.0279	0.0425	0.0247	-0.0085887002	0.0003166667	0.0059940000	-0.0035	0.0006	0.0009892426	0.0033449369	-0.004229	-0.016796
194212	9.77	0.5900	1.0300	0.8626465662	0.0038	0.0281	0.0428	0.0246	0.0023038979	0.0003166667	0.0079365000	0.0049	0.0049	0.0007806683	0.0051009425	0.057305	0.050241
194301	10.47	0.5900	1.0433	0.8213061159	0.0038	0.0279	0.0416	0.0245	0.0025424239	0.0003166667	0.0000000000	0.0033	0.0049	0.0007370666	0.0059953110	0.072471	0.071119
194302	11.00	0.5900	1.0567	0.7940790995	0.0038	0.0277	0.0408	0.0246	0.0030008612	0.0003166667	0.0019743000	-0.0005	0.0006	0.0008121469	0.0071307633	0.058506	0.052677
194303	11.58	0.5900	1.0700	0.7834809988	0.0038	0.0276	0.0401	0.0247	0.0022960066	0.0003166667	0.0156559000	0.0009	0.0020	0.0013553370	0.0073223493	0.059173	0.054941
194304	11.59	0.5900	1.0800	0.7897844700	0.0038	0.0276	0.0396	0.0246	0.0016479208	0.0003166667	0.0115831000	0.0048	0.0049	0.0024584261	0.0012927987	0.003571	0.002331
194305	12.11	0.5900	1.0900	0.7578977192	0.0038	0.0274	0.0391	0.0244	0.0013146306	0.0003166667	0.0076482000	0.0050	0.0048	0.0010737889	0.0018193850	0.052558	0.045502
194306	12.35	0.5900	1.1000	0.7462686567	0.0038	0.0272	0.0388	0.0244	0.0015372250	0.0003166667	-0.0019066000	0.0018	0.0048	0.0010641131	0.0013497331	0.021792	0.017243
194307	11.68	0.5933	1.0933	0.7795992714	0.0038	0.0269	0.0381	0.0245	0.0180858292	0.0003166667	-0.0076629000	-0.0001	0.0019	0.0024074941	0.0013901420	-0.053102	-0.054234
194308	11.80	0.5967	1.0867	0.7831942615	0.0038	0.0269	0.0381	0.0245	0.0147011773	0.0003166667	-0.0038536000	0.0021	0.0019	0.0016983111	0.0012769185	0.016111	0.010627
194309	12.08	0.6000	1.0800	0.7636311733	0.0038	0.0269	0.0383	0.0246	0.0144764364	0.0003166667	0.0038536000	0.0011	0.0005	0.0006006283	0.0016281149	0.027586	0.023404
194310	11.92	0.6033	1.0333	0.7737363511	0.0038	0.0270	0.0382	0.0247	0.0176594767	0.0003166667	0.0038388000	0.0005	-0.0009	0.0007613332	0.0013963569	-0.011585	-0.012421
194311	11.02	0.6067	0.9867	0.8258084433	0.0038	0.0271	0.0383	0.0248	0.0199222101	0.0003166667	-0.0019175000	0.0000	-0.0023	0.0019705576	0.0018240458	-0.066953	-0.077882
194312	11.67	0.6100	0.9400	0.7874015748	0.0038	0.0274	0.0382	0.0248	0.0153737357	0.0003166667	0.0019175000	0.0018	0.0049	0.0009788735	0.0019623979	0.070198	0.065097
194401	11.85	0.6133	0.9367	0.7787481805	0.0038	0.0272	0.0376	0.0248	0.0170753354	0.0003166667	-0.0019175000	0.0021	0.0020	0.0006365181	0.0014962290	0.018529	0.017236
194402	11.82	0.6167	0.9333	0.7850330154	0.0038	0.0274	0.0372	0.0247	0.0173213239	0.0003166667	-0.0019212000	0.0032	0.0034	0.0006410642	0.0018118196	0.006488	0.000244
194403	12.02	0.6200	0.9300	0.8138864880	0.0038	0.0274	0.0370	0.0247	0.0169914999	0.0003166667	0.0000000000	0.0021	0.0048	0.0006334667	0.0015918007	0.021328	0.017308
194404	11.87	0.6233	0.9267	0.8296013509	0.0038	0.0274	0.0368	0.0248	0.0178780961	0.0003166667	0.0057527000	0.0013	0.0034	0.0007578479	0.0021258580	-0.012470	-0.013457
194405	12.35	0.6267	0.9233	0.7944319460	0.0038	0.0273	0.0363	0.0247	0.0162923285	0.0003166667	0.0038168000	0.0028	0.0005	0.0004117138	0.0030803806	0.048859	0.040873
194406	12.98	0.6300	0.9200	0.7615581615	0.0038	0.0273	0.0359	0.0248	0.0162320974	0.0003166667	0.0019030000	0.0008	0.0020	0.0007108317	0.0027429124	0.054333	0.049489
194407	12.71	0.6333	0.9133	0.7733899117	0.0038	0.0272	0.0357	0.0247	0.0018106251	0.0003166667	0.0056872000	0.0036	0.0034	0.0009380301	0.0034641321	-0.019421	-0.020562
194408	12.82	0.6367	0.9067	0.7687597796	0.0038	0.0271	0.0355	0.0247	0.0056263726	0.0003166667	0.0037736000	0.0027	0.0034	0.0005558527	0.0030166343	0.014675	0.008152
194409	12.78	0.6400	0.9000	0.7723327182	0.0038	0.0272	0.0356	0.0247	0.0064683153	0.0003166667	0.0000000000	0.0014	0.0019	0.0011104447	0.0029150307	-0.000649	-0.003077
194410	12.78	0.6400	0.9100	0.7711731386	0.0038	0.0272	0.0355	0.0247	0.0040116181	0.0003166667	0.0000000000	0.0012	0.0019	0.0006758400	0.0030293988	0.002575	0.001203
194411	12.83	0.6400	0.9200	0.7669856784	0.0038	0.0272	0.0353	0.0247	0.0032966284	0.0003166667	0.0000000000	0.0024	0.0048	0.0004247860	0.0034482450	0.017254	0.005770
194412	13.28	0.6400	0.9300	0.7437635753	0.0038	0.0270	0.0349	0.0246	0.0166247922	0.0003166667	0.0037594000	0.0042	0.0149	0.0008669902	0.0035223172	0.044826	0.041052
194501	13.47	0.6433	0.9400	0.7353419666	0.0038	0.0269	0.0346	0.0240	0.0167259810	0.0003166667	0.0000000000	0.0127	0.0076	0.0009284621	0.0040992035	0.012193	0.011095
194502	14.30	0.6467	0.9500	0.7044887781	0.0038	0.0265	0.0341	0.0236	0.0150740938	0.0003166667	-0.0018779000	0.0077	0.0046	0.0006590214	0.0036608550	0.069399	0.063517
194503	13.64	0.6500	0.9600	0.7678826431	0.0038	0.0262	0.0338	0.0236	0.0172905277	0.0003166667	0.0000000000	0.0021	0.0018	0.0018826912	0.0040766101	-0.041693	-0.045030
194504	14.84	0.6500	0.9733	0.7150628627	0.0038	0.0261	0.0336	0.0228	0.0163337194	0.0003166667	0.0018779000	0.0160	0.0018	0.0013931462	0.0033761763	0.090548	0.089507
194505	15.01	0.6500	0.9867	0.7029114676	0.0038	0.0262	0.0332	0.0226	0.0205815034	0.0003166667	0.0074767000	0.0056	-0.0011	0.0009218029	0.0042020594	0.020118	0.011678
194506	14.96	0.6500	1.0000	0.7188430455	0.0038	0.0261	0.0329	0.0217	0.0207110796	0.0003166667	0.0092679000	0.0169	0.0032	0.0008642816	0.0041469851	0.002312	0.000069
194507	14.66	0.6533	0.9967	0.7263015717	0.0038	0.0260	0.0326	0.0224	0.0220565128	0.0003166667	0.0018433000	-0.0086	-0.0011	0.0018087342	0.0037918956	-0.021444	-0.022367
194508	15.51	0.6567	0.9933	0.6787538011	0.0038	0.0261	0.0326	0.0223	0.0201009639	0.0003166667	0.0000000000	0.0026	0.0004	0.0020867009	0.0036289262	0.059583	0.053735
194509	16.16	0.6600	0.9900	0.6568208317	0.0038	0.0262	0.0324	0.0221	0.0186753910	0.0003166667	-0.0036900000	0.0054	0.0032	0.0014404970	0.0036217464	0.046564	0.044206
194510	16.65	0.6600	0.9800	0.6339764202	0.0038	0.0262	0.0320	0.0216	0.0196057217	0.0003166667	0.0000000000	0.0104	0.0032	0.0009786524	0.0038478623	0.030880	0.029939
